Duplicate_Meeting_Flag,CTERM_TERM_CD,Term,Acad_Year,Class_Subject_Code,Class_Catalog_NBR,Class_Section,Short_Class_Description,Course_Description,Class_Component_Code,Class_Component,Day10_Enroll,Instruction_Mode_Code,Class_Subject,Instruction_Mode,Course_Topic_Description,Class_Acad_Org_Code,Class_Acad_Org,Class_Academic_Career_Code,Class_Academic_Career,Class_Academic_Group_Code,Class_Academic_Group,Enrollment_Cap,Room_Capacity_Request,Class_Type_Code,Class_Type_Descr,Course_Grading_Basis,Max_Credits,Min_Credits,Variable_Credits_Flag,Class_Campus_Code,Class_Campus,Class_Location,Building_Code,Room,Room_Type_Code,Room_Capacity,Class_Days,Class_Duration,Class_Start_Time,Class_End_Time,Class_Meeting_Start_Raw,Class_Meeting_End_Raw,CLASS_START_DATE,CLASS_END_DATE,Meeting_Pattern_Descr,Standard_Meeting_Pattern,Associated_Class,Number_of_PIs,Number_of_SIs,Number_of_TAs,Allow_Multi_Enroll_Flag,Equivalent_Course_ID,Equivalent_Course,Course_Fee_Flag,Allowable_FinAid_Credits,Course_Repeat_Limit,Autoenroll_Section_Key,Autoenroll_1,Autoenroll_2,CLASS_SID,CLASS_SESSION_CD,Course_ID,Course_Offer_SID,Course_Offer_Number,Class_Number,Course_Topic_ID,CLASS_SCHED_PRINT_INSTR,Course_SID,Class_Primary_Key,crosslist_dup,crosslist_id,Crosslisted_Enrollment_Cap,Crosslisted_Enrollment_Total,Crosslist_Combination_Type,crosslist_descr,CrossListed_Course_Flag
Class of Record,1243,Spring2024,2023,SPSS,3840,001,Integrated Pest Management,Integrated Pest Management,LSA,Lecture - Stand Alone,16,P,Sustainable Plant and Soil Sys,In Person,,PLANTSCI,Plant Science and Landscp Arch,UGRD,Undergraduate,UCONN,University of Connecticut,30,30,E,Enrollment Section,Graded,3,3,,STORR,Storrs,STORRS,0175,132,CSRM,45,NNYNYNN,75,34200,38700,09:30:00 AM,10:45:00 AM,2024-01-16,2024-04-26,,,1,1,,,N,,,N,3,1,1243_SPSS_3840_001,,,248722952,1,009026,34025465,1,10070,0,Y,,1243+10070+SPSS+3840+001,1,1243-0143,45,19,B,"SPSS 3840, SAPL 840 (001)",C
Class of Record,1243,Spring2024,2023,SPSS,3670,001,Greenhouse Tech and Operations,Greenhouse Technology and Operations,LSA,Lecture - Stand Alone,9,P,Sustainable Plant and Soil Sys,In Person,,PLANTSCI,Plant Science and Landscp Arch,UGRD,Undergraduate,UCONN,University of Connecticut,30,30,E,Enrollment Section,Graded,3,3,,STORR,Storrs,STORRS,0214,101,CSRM,40,NYNYNYN,50,40500,43500,11:15:00 AM,12:05:00 PM,2024-01-16,2024-04-26,,,1,1,,,N,,,N,3,1,1243_SPSS_3670_001,,,248722189,1,009043,34023884,1,10071,0,Y,,1243+10071+SPSS+3670+001,1,1243-0145,40,13,B,"SPSS 3670, SAPL 670 (001)",C
Class of Record,1243,Spring2024,2023,SPSS,2520,001,Floral Art,Floral Art,LEC,Lecture,50,P,Sustainable Plant and Soil Sys,In Person,,PLANTSCI,Plant Science and Landscp Arch,UGRD,Undergraduate,UCONN,University of Connecticut,49,49,N,Non-Enrollment Section,Graded,2,2,,STORR,Storrs,STORRS,0175,327,CSRM,61,NNYNNNN,50,61200,64200,05:00:00 PM,05:50:00 PM,2024-01-16,2024-04-26,,,9999,1,,,N,,,Y,2,1,1243_SPSS_2520_001,,,248722953,1,009048,34021125,1,10072,0,Y,,1243+10072+SPSS+2520+001,1,1243-0369,54,54,B,"SPSS 2520, SAPL 520 (001)",C
Class of Record,1243,Spring2024,2023,SPSS,2520,001L,Floral Art,Floral Art,LAB,Laboratory,16,P,Sustainable Plant and Soil Sys,In Person,,PLANTSCI,Plant Science and Landscp Arch,UGRD,Undergraduate,UCONN,University of Connecticut,16,16,E,Enrollment Section,Graded,2,2,,STORR,Storrs,STORRS,0214,107,CSRM,20,NNYNNNN,120,34200,41400,09:30:00 AM,11:30:00 AM,2024-01-16,2024-04-26,,,1,,1,,N,,,Y,2,1,1243_SPSS_2520_001L,1243_SPSS_2520_001,,248722190,1,009048,34021125,1,10073,0,,,1243+10073+SPSS+2520+001L,1,1243-0370,18,18,B,"SPSS 2520, SAPL 520 (001L)",C
Class of Record,1243,Spring2024,2023,SPSS,2520,002L,Floral Art,Floral Art,LAB,Laboratory,15,P,Sustainable Plant and Soil Sys,In Person,,PLANTSCI,Plant Science and Landscp Arch,UGRD,Undergraduate,UCONN,University of Connecticut,15,15,E,Enrollment Section,Graded,2,2,,STORR,Storrs,STORRS,0214,107,CSRM,20,NNYNNNN,120,45000,52200,12:30:00 PM,02:30:00 PM,2024-01-16,2024-04-26,,,2,,1,,N,,,Y,2,1,1243_SPSS_2520_002L,1243_SPSS_2520_001,,248722954,1,009048,34021125,1,10074,0,,,1243+10074+SPSS+2520+002L,1,1243-0371,18,17,B,"SPSS 2520, SAPL 520 (002L)",C
Class of Record,1243,Spring2024,2023,SPSS,2520,003L,Floral Art,Floral Art,LAB,Laboratory,19,P,Sustainable Plant and Soil Sys,In Person,,PLANTSCI,Plant Science and Landscp Arch,UGRD,Undergraduate,UCONN,University of Connecticut,18,18,E,Enrollment Section,Graded,2,2,,STORR,Storrs,STORRS,0214,107,CSRM,20,NNYNNNN,120,53100,60300,02:45:00 PM,04:45:00 PM,2024-01-16,2024-04-26,,,3,,1,,N,,,Y,2,1,1243_SPSS_2520_003L,1243_SPSS_2520_001,,248722192,1,009048,34021125,1,10075,0,,,1243+10075+SPSS+2520+003L,,,,,,,
Class of Record,1243,Spring2024,2023,SPSS,2430,001,Herbaceous Ornamental Plants,Herbaceous Ornamental Plants,LSA,Lecture - Stand Alone,22,P,Sustainable Plant and Soil Sys,In Person,,PLANTSCI,Plant Science and Landscp Arch,UGRD,Undergraduate,UCONN,University of Connecticut,25,25,E,Enrollment Section,Graded,3,3,,STORR,Storrs,STORRS,0214,101,CSRM,40,NNYNYNN,75,39600,44100,11:00:00 AM,12:15:00 PM,2024-01-16,2024-04-26,,,1,1,,,N,,,N,3,1,1243_SPSS_2430_001,,,248722955,1,009049,34023403,1,10076,0,Y,,1243+10076+SPSS+2430+001,1,1243-0364,30,24,B,"SAPL 430, SPSS 2430 (001)",C
Class of Record,1243,Spring2024,2023,SPSS,3640,001,Plant Propagation,Plant Propagation,LEC,Lecture,15,P,Sustainable Plant and Soil Sys,In Person,,PLANTSCI,Plant Science and Landscp Arch,UGRD,Undergraduate,UCONN,University of Connecticut,13,13,N,Non-Enrollment Section,Graded,3,3,,STORR,Storrs,STORRS,0214,101,CSRM,40,NYNYNNN,50,36600,39600,10:10:00 AM,11:00:00 AM,2024-01-16,2024-04-26,,,9999,1,,,N,,,N,3,1,1243_SPSS_3640_001,,,248722194,1,009055,34020037,1,10077,0,Y,,1243+10077+SPSS+3640+001,1,1243-0367,16,16,B,"SAPL 640, SPSS 3640 (001)",C
Class of Record,1243,Spring2024,2023,SPSS,3640,001L,Plant Propagation,Plant Propagation,LAB,Laboratory,15,P,Sustainable Plant and Soil Sys,In Person,,PLANTSCI,Plant Science and Landscp Arch,UGRD,Undergraduate,UCONN,University of Connecticut,13,13,E,Enrollment Section,Graded,3,3,,STORR,Storrs,STORRS,0214,107,CSRM,20,NYNNNNN,115,48300,55200,01:25:00 PM,03:20:00 PM,2024-01-16,2024-04-26,,,1,,1,,N,,,N,3,1,1243_SPSS_3640_001L,1243_SPSS_3640_001,,248722956,1,009055,34020037,1,10078,0,,,1243+10078+SPSS+3640+001L,1,1243-0368,16,16,B,"SAPL 640, SPSS 3640 (001L)",C
Class of Record,1243,Spring2024,2023,SPSS,3660,001,Nursery Production,Nursery Production,LSA,Lecture - Stand Alone,15,P,Sustainable Plant and Soil Sys,In Person,,PLANTSCI,Plant Science and Landscp Arch,UGRD,Undergraduate,UCONN,University of Connecticut,15,15,E,Enrollment Section,Graded,3,3,,STORR,Storrs,STORRS,0175,138,CSRM,20,NNYNYNN,75,50400,54900,02:00:00 PM,03:15:00 PM,2024-01-16,2024-04-26,,,1,1,,,N,01037,SPSS 3660/W,N,3,1,1243_SPSS_3660_001,,,248722197,1,009056,34024595,1,10079,0,Y,,1243+10079+SPSS+3660+001,1,1243-0146,20,19,B,"SPSS 3660, SAPL 660 (001)",C
Class of Record,1243,Spring2024,2023,DENT,5495,F03,Independent Study,Independent Study,IND,Independent Study,2,P,Dental Science,In Person,,DENTALMED,Dental Medicine,GRAD,Graduate,UCONN,University of Connecticut,10,99,E,Enrollment Section,Graded,6,1,Variable Credits,UCHC,UConn Health Center,,,,,,NNNNNNN,,,,,,2024-01-16,2024-04-26,,,3,1,,,Y,,,N,1,5,1243_DENT_5495_F03,,,248718671,1,010987,34017414,1,1008,0,Y,,1243+1008+DENT+5495+F03,,,,,,,
Class of Record,1243,Spring2024,2023,SPSS,3540,001,Garden Center Management,Garden Center Management,LSA,Lecture - Stand Alone,8,P,Sustainable Plant and Soil Sys,In Person,,PLANTSCI,Plant Science and Landscp Arch,UGRD,Undergraduate,UCONN,University of Connecticut,20,20,E,Enrollment Section,Graded,3,3,,STORR,Storrs,STORRS,0214,101,CSRM,40,NYNYNNN,75,61200,65700,05:00:00 PM,06:15:00 PM,2024-01-16,2024-04-26,,,1,1,,,N,,,N,3,1,1243_SPSS_3540_001,,,248722957,1,009061,34023895,1,10080,0,Y,,1243+10080+SPSS+3540+001,1,1243-0147,30,12,B,"SAPL 540, SPSS 3540 (001)",C
Class of Record,1243,Spring2024,2023,LAND,2120,001,Land Arch:Graphic II Dsgn Comm,Landscape Architecture: Graphics II Design Communication,LSA,Lecture - Stand Alone,23,P,Landscape Architecture,In Person,,PLANTSCI,Plant Science and Landscp Arch,UGRD,Undergraduate,UCONN,University of Connecticut,20,20,E,Enrollment Section,Graded,4,4,,STORR,Storrs,STORRS,0175,LAR1,LAB,28,NNYNYNN,165,50400,60300,02:00:00 PM,04:45:00 PM,2024-01-16,2024-04-26,,,1,1,,,N,,,N,4,1,1243_LAND_2120_001,,,248722199,1,009074,34019317,1,10081,0,Y,,1243+10081+LAND+2120+001,,,,,,,
Class of Record,1243,Spring2024,2023,LAND,2410,001,Land Arch:Dsgn I Site Analy,Landscape Architecture: Design I - Site Analysis,LEC,Lecture,24,P,Landscape Architecture,In Person,,PLANTSCI,Plant Science and Landscp Arch,UGRD,Undergraduate,UCONN,University of Connecticut,24,24,N,Non-Enrollment Section,Graded,5,5,,STORR,Storrs,STORRS,0175,128,CSRM,42,NYNYNYN,50,48300,51300,01:25:00 PM,02:15:00 PM,2024-01-16,2024-04-26,,,9999,1,,,N,,,N,5,1,1243_LAND_2410_001,,,248722958,1,009084,34021251,1,10082,0,Y,,1243+10082+LAND+2410+001,,,,,,,
Class of Record,1243,Spring2024,2023,LAND,2410,001L,Land Arch:Dsgn I Site Analy,Landscape Architecture: Design I - Site Analysis,LAB,Laboratory,24,P,Landscape Architecture,In Person,,PLANTSCI,Plant Science and Landscp Arch,UGRD,Undergraduate,UCONN,University of Connecticut,24,24,E,Enrollment Section,Graded,5,5,,STORR,Storrs,STORRS,0175,LAR1,LAB,28,NYNYNYN,115,52200,59100,02:30:00 PM,04:25:00 PM,2024-01-16,2024-04-26,,,1,,1,,N,,,N,5,1,1243_LAND_2410_001L,1243_LAND_2410_001,,248722201,1,009084,34021251,1,10083,0,,,1243+10083+LAND+2410+001L,,,,,,,
Class of Record,1243,Spring2024,2023,LAND,3430,001,Lndscp Arch:Dsgn III Prog Dev,Landscape Architecture: Design III - Program Development,LEC,Lecture,19,P,Landscape Architecture,In Person,,PLANTSCI,Plant Science and Landscp Arch,UGRD,Undergraduate,UCONN,University of Connecticut,20,20,N,Non-Enrollment Section,Graded,5,5,,STORR,Storrs,STORRS,0175,327,CSRM,61,NYNYNYN,50,48300,51300,01:25:00 PM,02:15:00 PM,2024-01-16,2024-04-26,,,9999,1,,,N,,,N,5,1,1243_LAND_3430_001,,,248722959,1,009085,34019385,1,10084,0,Y,,1243+10084+LAND+3430+001,,,,,,,
Class of Record,1243,Spring2024,2023,LAND,3430,001L,Lndscp Arch:Dsgn III Prog Dev,Landscape Architecture: Design III - Program Development,LAB,Laboratory,19,P,Landscape Architecture,In Person,,PLANTSCI,Plant Science and Landscp Arch,UGRD,Undergraduate,UCONN,University of Connecticut,20,20,E,Enrollment Section,Graded,5,5,,STORR,Storrs,STORRS,0175,LASJ,LAB,20,NYNYNYN,115,52200,59100,02:30:00 PM,04:25:00 PM,2024-01-16,2024-04-26,,,1,,1,,N,,,N,5,1,1243_LAND_3430_001L,1243_LAND_3430_001,,248722202,1,009085,34019385,1,10085,0,,,1243+10085+LAND+3430+001L,,,,,,,
Class of Record,1243,Spring2024,2023,LAND,4450,001,Lndscp Arch:Dsgn V Capstone,Landscape Architecture: Design V - Capstone,LEC,Lecture,11,P,Landscape Architecture,In Person,,PLANTSCI,Plant Science and Landscp Arch,UGRD,Undergraduate,UCONN,University of Connecticut,20,20,N,Non-Enrollment Section,Graded,5,5,,STORR,Storrs,STORRS,0214,101,CSRM,40,NYNYNYN,50,48300,51300,01:25:00 PM,02:15:00 PM,2024-01-16,2024-04-26,,,9999,1,,,N,,,N,5,1,1243_LAND_4450_001,,,248722960,1,009086,34019800,1,10086,0,Y,,1243+10086+LAND+4450+001,,,,,,,
Class of Record,1243,Spring2024,2023,LAND,4450,001L,Lndscp Arch:Dsgn V Capstone,Landscape Architecture: Design V - Capstone,LAB,Laboratory,11,P,Landscape Architecture,In Person,,PLANTSCI,Plant Science and Landscp Arch,UGRD,Undergraduate,UCONN,University of Connecticut,20,20,E,Enrollment Section,Graded,5,5,,STORR,Storrs,STORRS,0175,LASR,LAB,20,NYNYNYN,115,52200,59100,02:30:00 PM,04:25:00 PM,2024-01-16,2024-04-26,,,1,,1,,N,,,N,5,1,1243_LAND_4450_001L,1243_LAND_4450_001,,248722204,1,009086,34019800,1,10087,0,,,1243+10087+LAND+4450+001L,,,,,,,
Class of Record,1243,Spring2024,2023,LAND,2220,001,History of Designed Landscapes,History of Designed Landscapes,LSA,Lecture - Stand Alone,25,P,Landscape Architecture,In Person,,PLANTSCI,Plant Science and Landscp Arch,UGRD,Undergraduate,UCONN,University of Connecticut,30,30,E,Enrollment Section,Graded,3,3,,STORR,Storrs,STORRS,0175,132,CSRM,45,NYNYNYN,50,40500,43500,11:15:00 AM,12:05:00 PM,2024-01-16,2024-04-26,,,1,1,,,N,,,N,3,1,1243_LAND_2220_001,,,248722961,1,009095,34022854,1,10088,0,Y,,1243+10088+LAND+2220+001,,,,,,,
Class of Record,1243,Spring2024,2023,DENT,5495,F04,Independent Study,Independent Study,IND,Independent Study,1,P,Dental Science,In Person,,DENTALMED,Dental Medicine,GRAD,Graduate,UCONN,University of Connecticut,10,99,E,Enrollment Section,Graded,6,1,Variable Credits,UCHC,UConn Health Center,,,,,,NNNNNNN,,,,,,2024-01-16,2024-04-26,,,4,1,,,Y,,,N,1,5,1243_DENT_5495_F04,,,248719058,1,010987,34017414,1,1009,0,Y,,1243+1009+DENT+5495+F04,,,,,,,
Class of Record,1243,Spring2024,2023,SPSS,3990,011,Field Study Internship,Field Study Internship,PRA,Practicum,2,AR,Sustainable Plant and Soil Sys,By Arrangement,,PLANTSCI,Plant Science and Landscp Arch,UGRD,Undergraduate,UCONN,University of Connecticut,10,10,E,Enrollment Section,Satisfactory/Unsatisfactory,6,1,Variable Credits,STORR,Storrs,STORRS,NRRSTOR,ARR,NRR,0,NNNNNNN,,,,,,2024-01-16,2024-04-26,,,11,1,,,Y,,,N,1,6,1243_SPSS_3990_011,,,248723023,1,009104,34020867,1,10093,0,Y,,1243+10093+SPSS+3990+011,,,,,,,
Class of Record,1243,Spring2024,2023,LAND,3230WE,001,Sustainable Env.Plan & Land,Sustainable Environmental Planning and Landscape Design,LSA,Lecture - Stand Alone,18,P,Landscape Architecture,In Person,,PLANTSCI,Plant Science and Landscp Arch,UGRD,Undergraduate,UCONN,University of Connecticut,19,19,E,Enrollment Section,Graded,3,3,,STORR,Storrs,STORRS,0175,LAR1,LAB,28,NNYNYNN,75,34200,38700,09:30:00 AM,10:45:00 AM,2024-01-16,2024-04-26,,,1,1,,,N,,,N,3,1,1243_LAND_3230WE_001,,,248722332,1,009106,34023715,1,10096,0,Y,,1243+10096+LAND+3230WE+001,,,,,,,
Class of Record,1243,Spring2024,2023,LAND,3230WE,002,Sustainable Env.Plan & Land,Sustainable Environmental Planning and Landscape Design,LSA,Lecture - Stand Alone,18,P,Landscape Architecture,In Person,,PLANTSCI,Plant Science and Landscp Arch,UGRD,Undergraduate,UCONN,University of Connecticut,19,19,E,Enrollment Section,Graded,3,3,,STORR,Storrs,STORRS,0175,LAR1,LAB,28,NNYNYNN,75,39600,44100,11:00:00 AM,12:15:00 PM,2024-01-16,2024-04-26,,,2,1,,,N,,,N,3,1,1243_LAND_3230WE_002,,,248723025,1,009106,34023715,1,10097,0,Y,,1243+10097+LAND+3230WE+002,,,,,,,
Class of Record,1243,Spring2024,2023,LAND,4294,001,Landscape Arch Seminar,Landscape Architecture: Seminar,SEM,Seminar,13,P,Landscape Architecture,In Person,,PLANTSCI,Plant Science and Landscp Arch,UGRD,Undergraduate,UCONN,University of Connecticut,20,20,E,Enrollment Section,Graded,3,3,,STORR,Storrs,STORRS,0175,LAR1,LAB,28,NNNYNNN,180,32700,43500,09:05:00 AM,12:05:00 PM,2024-01-16,2024-04-26,,,1,1,,,N,,,N,3,1,1243_LAND_4294_001,,,248722333,1,009109,34021729,1,10098,0,Y,,1243+10098+LAND+4294+001,,,,,,,
Class of Record,1243,Spring2024,2023,SPSS,3999,001,Independent Study,Independent Study,IND,Independent Study,1,AR,Sustainable Plant and Soil Sys,By Arrangement,,PLANTSCI,Plant Science and Landscp Arch,UGRD,Undergraduate,UCONN,University of Connecticut,5,5,E,Enrollment Section,Graded,6,1,Variable Credits,STORR,Storrs,STORRS,NRRSTOR,ARR,NRR,0,NNNNNNN,,,,,,2024-01-16,2024-04-26,,,1,1,,,Y,,,N,1,99,1243_SPSS_3999_001,,,248723026,1,009112,34021068,1,10099,0,Y,,1243+10099+SPSS+3999+001,,,,,,,
Class of Record,1243,Spring2024,2023,DENT,5110,F01,Grad General Oral Hlth Path,Graduate General and Oral Health Pathology,LEC,Lecture,5,P,Dental Science,In Person,,DENTALMED,Dental Medicine,GRAD,Graduate,UCONN,University of Connecticut,30,30,E,Enrollment Section,Graded,3,3,,UCHC,UConn Health Center,,,,,,NYNNNNN,90,27000,32400,07:30:00 AM,09:00:00 AM,2024-01-08,2024-04-29,Classroom B10,,1,1,,,N,,,N,3,1,1243_DENT_5110_F01,,,248718672,1,019219,34025286,1,1010,0,Y,,1243+1010+DENT+5110+F01,,,,,,,
Class of Record,1243,Spring2024,2023,SPSS,3999,003,Independent Study,Independent Study,IND,Independent Study,1,AR,Sustainable Plant and Soil Sys,By Arrangement,,PLANTSCI,Plant Science and Landscp Arch,UGRD,Undergraduate,UCONN,University of Connecticut,5,5,E,Enrollment Section,Graded,6,1,Variable Credits,STORR,Storrs,STORRS,NRRSTOR,ARR,NRR,0,NNNNNNN,,,,,,2024-01-16,2024-04-26,,,3,1,,,Y,,,N,1,99,1243_SPSS_3999_003,,,248722334,1,009112,34021068,1,10100,0,Y,,1243+10100+SPSS+3999+003,,,,,,,
Class of Record,1243,Spring2024,2023,SPSS,3999,006,Independent Study,Independent Study,IND,Independent Study,1,AR,Sustainable Plant and Soil Sys,By Arrangement,,PLANTSCI,Plant Science and Landscp Arch,UGRD,Undergraduate,UCONN,University of Connecticut,10,10,E,Enrollment Section,Graded,6,1,Variable Credits,STORR,Storrs,STORRS,NRRSTOR,ARR,NRR,0,NNNNNNN,,,,,,2024-01-16,2024-04-26,,,6,1,,,Y,,,N,1,99,1243_SPSS_3999_006,,,248722336,1,009112,34021068,1,10102,0,Y,,1243+10102+SPSS+3999+006,,,,,,,
Class of Record,1243,Spring2024,2023,SPSS,3999,007,Independent Study,Independent Study,IND,Independent Study,1,AR,Sustainable Plant and Soil Sys,By Arrangement,,PLANTSCI,Plant Science and Landscp Arch,UGRD,Undergraduate,UCONN,University of Connecticut,5,5,E,Enrollment Section,Graded,6,1,Variable Credits,STORR,Storrs,STORRS,NRRSTOR,ARR,NRR,0,NNNNNNN,,,,,,2024-01-16,2024-04-26,,,7,1,,,Y,,,N,1,99,1243_SPSS_3999_007,,,248723028,1,009112,34021068,1,10103,0,Y,,1243+10103+SPSS+3999+007,,,,,,,
Class of Record,1243,Spring2024,2023,SPSS,3999,009,Independent Study,Independent Study,IND,Independent Study,1,AR,Sustainable Plant and Soil Sys,By Arrangement,,PLANTSCI,Plant Science and Landscp Arch,UGRD,Undergraduate,UCONN,University of Connecticut,5,5,E,Enrollment Section,Graded,6,1,Variable Credits,STORR,Storrs,STORRS,NRRSTOR,ARR,NRR,0,NNNNNNN,,,,,,2024-01-16,2024-04-26,,,9,1,,,Y,,,N,1,99,1243_SPSS_3999_009,,,248723029,1,009112,34021068,1,10105,0,Y,,1243+10105+SPSS+3999+009,,,,,,,
Class of Record,1243,Spring2024,2023,SPSS,3999,022,Independent Study,Independent Study,IND,Independent Study,1,AR,Sustainable Plant and Soil Sys,By Arrangement,,PLANTSCI,Plant Science and Landscp Arch,UGRD,Undergraduate,UCONN,University of Connecticut,5,5,E,Enrollment Section,Graded,6,1,Variable Credits,STORR,Storrs,STORRS,NRRSTOR,ARR,NRR,0,NNNNNNN,,,,,,2024-01-16,2024-04-26,,,22,1,,,Y,,,N,1,99,1243_SPSS_3999_022,,,248723032,1,009112,34021068,1,10111,0,Y,,1243+10111+SPSS+3999+022,,,,,,,
Class of Record,1243,Spring2024,2023,PLSC,5899,008,Independent Study,Independent Study,IND,Independent Study,2,AR,Plant Science,By Arrangement,,PLANTSCI,Plant Science and Landscp Arch,GRAD,Graduate,UCONN,University of Connecticut,5,5,E,Enrollment Section,Graded,6,1,Variable Credits,STORR,Storrs,STORRS,NRRSTOR,ARR,NRR,0,NNNNNNN,,,,,,2024-01-16,2024-04-26,,,8,1,,,Y,,,N,1,6,1243_PLSC_5899_008,,,248723089,1,009115,34020378,1,10121,0,Y,,1243+10121+PLSC+5899+008,,,,,,,
Class of Record,1243,Spring2024,2023,DENT,5495,F05,Independent Study,Independent Study,IND,Independent Study,1,P,Dental Science,In Person,,DENTALMED,Dental Medicine,GRAD,Graduate,UCONN,University of Connecticut,10,99,E,Enrollment Section,Graded,6,1,Variable Credits,UCHC,UConn Health Center,,,,,,NNNNNNN,,,,,,2024-01-16,2024-04-26,,,5,1,,,Y,,,N,1,5,1243_DENT_5495_F05,,,248719059,1,010987,34017414,1,1013,0,Y,,1243+1013+DENT+5495+F05,,,,,,,
Class of Record,1243,Spring2024,2023,PLSC,5150,001,Dsgn Analysis of Agricult Ex,Design and Analysis of Agricultural Experiments,LEC,Lecture,7,P,Plant Science,In Person,,PLANTSCI,Plant Science and Landscp Arch,GRAD,Graduate,UCONN,University of Connecticut,15,15,N,Non-Enrollment Section,Graded,4,4,,STORR,Storrs,STORRS,0175,138,CSRM,20,NNNYNNN,180,48300,59100,01:25:00 PM,04:25:00 PM,2024-01-16,2024-04-26,,,9999,1,,,N,,,N,4,1,1243_PLSC_5150_001,,,248723094,1,009137,34019845,1,10131,0,Y,,1243+10131+PLSC+5150+001,,,,,,,
Class of Record,1243,Spring2024,2023,PLSC,5150,001L,Dsgn Analysis of Agricult Ex,Design and Analysis of Agricultural Experiments,LAB,Laboratory,7,P,Plant Science,In Person,,PLANTSCI,Plant Science and Landscp Arch,GRAD,Graduate,UCONN,University of Connecticut,15,15,E,Enrollment Section,Graded,4,4,,STORR,Storrs,STORRS,0175,138,CSRM,20,NNNNNYN,115,48300,55200,01:25:00 PM,03:20:00 PM,2024-01-16,2024-04-26,,,1,,1,,N,,,N,4,1,1243_PLSC_5150_001L,1243_PLSC_5150_001,,248722468,1,009137,34019845,1,10132,0,,,1243+10132+PLSC+5150+001L,,,,,,,
Class of Record,1243,Spring2024,2023,PLSC,5897,001,Seminar,Seminar,SEM,Seminar,12,P,Plant Science,In Person,,PLANTSCI,Plant Science and Landscp Arch,GRAD,Graduate,UCONN,University of Connecticut,9,9,E,Enrollment Section,Satisfactory/Unsatisfactory,1,1,,STORR,Storrs,STORRS,0175,132,CSRM,45,NNNYNNN,50,44400,47400,12:20:00 PM,01:10:00 PM,2024-01-16,2024-04-26,,,1,1,,,Y,,,N,1,2,1243_PLSC_5897_001,,,248723095,1,009154,34019329,1,10133,0,Y,,1243+10133+PLSC+5897+001,,,,,,,
Class of Record,1243,Spring2024,2023,SAPL, 670,001,Greenhouse Tech and Operations,Greenhouse Technology and Operations,LSA,Lecture - Stand Alone,4,P,Plant Science (RH),In Person,,PLANTSCI,Plant Science and Landscp Arch,RHAG,Ratcliffe Hicks,UCONN,University of Connecticut,10,10,E,Enrollment Section,Graded,3,3,,STORR,Storrs,STORRS,0214,101,CSRM,40,NYNYNYN,50,40500,43500,11:15:00 AM,12:05:00 PM,2024-01-16,2024-04-26,,,1,1,,,N,,,N,3,1,1243_SAPL_670_001,,,248722470,1,009168,34025320,1,10134,0,Y,,1243+10134+SAPL+670+001,0,1243-0145,40,13,B,"SPSS 3670, SAPL 670 (001)",C
Class of Record,1243,Spring2024,2023,SAPL, 520,001,Floral Art,Floral Art,LEC,Lecture,4,P,Plant Science (RH),In Person,,PLANTSCI,Plant Science and Landscp Arch,RHAG,Ratcliffe Hicks,UCONN,University of Connecticut,5,5,N,Non-Enrollment Section,Graded,2,2,,STORR,Storrs,STORRS,0175,327,CSRM,61,NNYNNNN,50,61200,64200,05:00:00 PM,05:50:00 PM,2024-01-16,2024-04-26,,,9999,1,,,N,,,Y,2,1,1243_SAPL_520_001,,,248723096,1,009172,34020038,1,10135,0,Y,,1243+10135+SAPL+520+001,0,1243-0369,54,54,B,"SPSS 2520, SAPL 520 (001)",C
Class of Record,1243,Spring2024,2023,SAPL, 520,001L,Floral Art,Floral Art,LAB,Laboratory,2,P,Plant Science (RH),In Person,,PLANTSCI,Plant Science and Landscp Arch,RHAG,Ratcliffe Hicks,UCONN,University of Connecticut,2,2,E,Enrollment Section,Graded,2,2,,STORR,Storrs,STORRS,0214,107,CSRM,20,NNYNNNN,120,34200,41400,09:30:00 AM,11:30:00 AM,2024-01-16,2024-04-26,,,1,,1,,N,,,Y,2,1,1243_SAPL_520_001L,1243_SAPL_520_001,,248723134,1,009172,34020038,1,10136,0,,,1243+10136+SAPL+520+001L,0,1243-0370,18,18,B,"SPSS 2520, SAPL 520 (001L)",C
Class of Record,1243,Spring2024,2023,SAPL, 520,002L,Floral Art,Floral Art,LAB,Laboratory,2,P,Plant Science (RH),In Person,,PLANTSCI,Plant Science and Landscp Arch,RHAG,Ratcliffe Hicks,UCONN,University of Connecticut,3,3,E,Enrollment Section,Graded,2,2,,STORR,Storrs,STORRS,0214,107,CSRM,20,NNYNNNN,120,45000,52200,12:30:00 PM,02:30:00 PM,2024-01-16,2024-04-26,,,2,,1,,N,,,Y,2,1,1243_SAPL_520_002L,1243_SAPL_520_001,,248722546,1,009172,34020038,1,10137,0,,,1243+10137+SAPL+520+002L,0,1243-0371,18,17,B,"SPSS 2520, SAPL 520 (002L)",C
